cod_mun, Longitud , Latitud 
54099, 7.66667 ,-72.58333 
54109, 8.08333 ,-73.00000 
54125, 7.25000 ,-72.58333 
54128, 7.75000 ,-73.16667 
54172, 7.75000 ,-72.55000 
54174, 7.16667 ,-72.58333 
54206, 8.83333 ,-73.20000 
54223, 7.50000 ,-72.75000 
54239, 7.75000 ,-72.63333 
54245, 8.75000 ,-73.33333 
54250, 8.58472 ,-73.08833 
54261, 7.93556 ,-72.60500 
54313, 7.91667 ,-72.75000 
54344, 8.50000 ,-73.08333 
54347, 7.50000 ,-72.46667 
54377, 7.33333 ,-72.50000 
54385, 8.16667 ,-72.46667 
54398, 8.25000 ,-73.16667 
54405, 7.83833 ,-72.51333 
54418, 7.96667 ,-72.83333 
54480, 7.33333 ,-72.71667 
54498, 8.25000 ,-73.30000 
54518, 7.37806 ,-72.65250 
54520, 7.50000 ,-72.58333 
54553, 8.36361 ,-72.40750 
54599, 7.58333 ,-72.50000 
54660, 7.80000 ,-72.83333 
54670, 8.75000 ,-73.03333 
54673, 7.88333 ,-72.58333 
54680, 7.91667 ,-72.66667 
54720, 8.25000 ,-72.75000 
54743, 7.20000 ,-72.75000 
54800, 8.75000 ,-73.16667 
54810, 8.64806 ,-72.73944 
54820, 7.30000 ,-72.25000 
54871, 7.91694 ,-72.97639 
54874, 7.83389 ,-72.47417 
63001, 4.53389 ,-75.68111 
63111, 4.36222 ,-75.73944 
63130, 4.53250 ,-75.64361 
63190, 4.61667 ,-75.63333 
63212, 4.39056 ,-75.68889 
63272, 4.66667 ,-75.63333 
63302, 4.25000 ,-75.66667 
63401, 4.45000 ,-75.80000 
63470, 4.50000 ,-75.80000 
63548, 4.33333 ,-75.66667 
63594, 4.63333 ,-75.75000 
63690, 4.66667 ,-75.50000 
66001, 4.81333 ,-75.69611 
66045, 5.16667 ,-76.00000 
66075, 4.91667 ,-75.95000 
66088, 5.25000 ,-75.91667 
66170, 4.83472 ,-75.67250 
66318, 5.33333 ,-75.83333 
66383, 4.96667 ,-76.00000 
66400, 4.91667 ,-75.83333 
66440, 4.91667 ,-75.75000 
66456, 5.41667 ,-76.00000 
66572, 5.25000 ,-76.16667 
66594, 5.33333 ,-75.66667 
66682, 4.86806 ,-75.62139 
66687, 5.08333 ,-76.00000 
68001, 7.12972 ,-73.12583 
68013, 6.25000 ,-73.46667 
68020, 5.83333 ,-73.75000 
68051, 6.83333 ,-72.96667 
68077, 6.00000 ,-73.55000 
68079, 6.75000 ,-73.16667 
68081, 7.06528 ,-73.85472 
68092, 7.08333 ,-73.33333 
68101, 6.25000 ,-74.00000 
68121, 6.63333 ,-73.20000 
68132, 7.41667 ,-72.85000 
68147, 6.60000 ,-72.63333 
68152, 6.83333 ,-72.50000 
68160, 6.83333 ,-72.91667 
68162, 7.00000 ,-72.58333 
68167, 6.25000 ,-73.08333 
68169, 7.30000 ,-72.96667 
68176, 6.41667 ,-73.33333 
68179, 6.13333 ,-73.55000 
68190, 6.31611 ,-73.95056 
68207, 6.91667 ,-72.50000 
68209, 6.41667 ,-73.16667 
68211, 6.33333 ,-73.41667 
68217, 6.33333 ,-73.00000 
68229, 6.66667 ,-73.00000 
68235, 6.69800 ,-73.51100 
68245, 6.33333 ,-73.46667 
68250, 6.55000 ,-72.83333 
68255, 7.47667 ,-73.20806 
68264, 6.16667 ,-73.00000 
68266, 6.75000 ,-72.63333 
68271, 5.80472 ,-73.97417 
68276, 7.06472 ,-73.08972 
68296, 6.70000 ,-73.30000 
68298, 6.00000 ,-73.25000 
68307, 7.07083 ,-73.17306 
68318, 7.00000 ,-72.76667 
68320, 6.30000 ,-73.33333 
68322, 6.38333 ,-73.25000 
68324, 6.00000 ,-73.65000 
68327, 6.08333 ,-73.50000 
68344, 6.58333 ,-73.33333 
68368, 5.91667 ,-73.83333 
68370, 6.75000 ,-73.06667 
68377, 5.86139 ,-73.96833 
68385, 6.22389 ,-73.81278 
68397, 6.25000 ,-73.46667 
68406, 7.41667 ,-73.41667 
68418, 6.91667 ,-73.08333 
68425, 6.58333 ,-72.53333 
68432, 6.78333 ,-72.66667 
68444, 7.41667 ,-73.08333 
68464, 6.58333 ,-72.91667 
68468, 6.75000 ,-72.75000 
68498, 6.41667 ,-73.08333 
68500, 6.30000 ,-73.25000 
68502, 6.33333 ,-72.75000 
68522, 6.58333 ,-73.25000 
68524, 6.45000 ,-73.25000 
68533, 6.50000 ,-73.13333 
68547, 5.83833 ,-74.03667 
68549, 6.58333 ,-73.16667 
68572, 5.91667 ,-73.58333 
68573, 6.65167 ,-74.06083 
68575, 7.58333 ,-73.66667 
68615, 7.21917 ,-73.15583 
68655, 7.39806 ,-73.49694 
68669, 6.83333 ,-72.75000 
68673, 6.16667 ,-73.46667 
68679, 6.58333 ,-73.08333 
68682, 6.43333 ,-72.86667 
68684, 6.66667 ,-72.55000 
68686, 6.70000 ,-72.66667 
68689, 6.88361 ,-73.41389 
68705, 6.99278 ,-72.91028 
68720, 6.33750 ,-73.59194 
68745, 6.44722 ,-73.34139 
68755, 6.53333 ,-73.20000 
68770, 6.16667 ,-73.30000 
68773, 6.08333 ,-73.91667 
68780, 7.50000 ,-72.96667 
68820, 7.25000 ,-72.90000 
68855, 6.50000 ,-73.06667 
68861, 6.08333 ,-73.58333 
68867, 7.33333 ,-72.86667 
68872, 6.67417 ,-73.17778 
68895, 6.83333 ,-73.25000 
70001, 9.30472 ,-75.39778 
70110, 9.32222 ,-74.97722 
70124, 8.83333 ,-75.16667 
70204, 9.49667 ,-75.35556 
70215, 9.33333 ,-75.25000 
70221, 9.41667 ,-75.70000 
70230, 9.54917 ,-75.31611 
70233, 9.10000 ,-75.20000 
70235, 9.16306 ,-75.05250 
70265, 8.46972 ,-75.53833 
70400, 8.86056 ,-75.28056 
70418, 9.38111 ,-75.27139 
70429, 8.50000 ,-74.66667 
70473, 9.41667 ,-75.33333 
70508, 9.50000 ,-75.16667 
70523, 9.33333 ,-75.55000 
70670, 9.16667 ,-75.30000 
70678, 8.75000 ,-74.91667 
70702, 9.27556 ,-75.24556 
70708, 8.58333 ,-75.16667 
70713, 9.83333 ,-75.50000 
70717, 9.41667 ,-75.00000 
70742, 9.16667 ,-75.00000 
70771, 9.00000 ,-75.00000 
70820, 9.50000 ,-75.53333 
73001, 4.43889 ,-75.23222 
73024, 3.41667 ,-74.91667 
73026, 4.58333 ,-75.00000 
73030, 4.83333 ,-74.83333 
73043, 4.66667 ,-75.25000 
73055, 5.08333 ,-74.83333 
73067, 3.33333 ,-75.66667 
73124, 4.41667 ,-75.50000 
73148, 4.15000 ,-74.73333 
73152, 5.08333 ,-75.16667 
73168, 3.75000 ,-75.58333 
73200, 4.33333 ,-74.91667 
73217, 3.83333 ,-75.08333 
73226, 4.08333 ,-74.66667 
73236, 3.66667 ,-74.75000 
73268, 4.20000 ,-74.83333 
73270, 5.13333 ,-75.00000 
73275, 4.25000 ,-74.83333 
73283, 5.16667 ,-75.08333 
73319, 4.08333 ,-74.91667 
73347, 5.08333 ,-75.16667 
73349, 5.25000 ,-74.83333 
73352, 4.16667 ,-74.55000 
73408, 4.91667 ,-74.91667 
73411, 4.91667 ,-75.16667 
73443, 5.25000 ,-74.91667 
73449, 4.25000 ,-74.58333 
73461, 4.87694 ,-75.17389 
73483, 3.58333 ,-75.08333 
73504, 3.91667 ,-75.25000 
73520, 5.13333 ,-75.03333 
73547, 4.50000 ,-74.91667 
73555, 3.25000 ,-75.75000 
73563, 3.75000 ,-74.83333 
73585, 3.91667 ,-74.91667 
73616, 3.50000 ,-75.83333 
73622, 4.08333 ,-75.58333 
73624, 4.25000 ,-75.33333 
73671, 3.93472 ,-75.02028 
73675, 3.91667 ,-75.50000 
73678, 4.16667 ,-75.08333 
73686, 4.75000 ,-75.16667 
73770, 4.08333 ,-74.78333 
73854, 4.25000 ,-75.16667 
73861, 4.75000 ,-74.91667 
73870, 5.00000 ,-75.16667 
73873, 4.00000 ,-74.58333 
76001, 3.43722 ,-76.52250 
76020, 4.66667 ,-75.75000 
76036, 4.17417 ,-76.17028 
76041, 4.79722 ,-75.99500 
76054, 4.70000 ,-76.13333 
76100, 4.33333 ,-76.33333 
76109, 3.89333 ,-77.06972 
76111, 3.90222 ,-76.30278 
76113, 4.20944 ,-76.16028 
76122, 4.33366 ,-75.83425 
76126, 3.91667 ,-76.66667 
76130, 3.41306 ,-76.35111 
76147, 4.74639 ,-75.91167 
76233, 3.66028 ,-76.69278 
76243, 4.91667 ,-76.08333 
76246, 4.75000 ,-76.25000 
76248, 3.66667 ,-76.16667 
76250, 4.50000 ,-76.25000 
76275, 3.32750 ,-76.23861 
76306, 3.75000 ,-76.16667 
76318, 3.76944 ,-76.33806 
76364, 3.16667 ,-76.58333 
76377, 3.66667 ,-76.58333 
76400, 4.53583 ,-76.10667 
76403, 4.52389 ,-76.04111 
76497, 4.58333 ,-75.91667 
76520, 3.53944 ,-76.30361 
76563, 3.42111 ,-76.24472 
76606, 3.78333 ,-76.50000 
76616, 4.08333 ,-76.33333 
76622, 4.41472 ,-76.15472 
76670, 4.00000 ,-76.16667 
76736, 4.26889 ,-75.93611 
76823, 4.61167 ,-76.08139 
76828, 4.25000 ,-76.33333 
76834, 4.08667 ,-76.20000 
76845, 4.71667 ,-75.75000 
76863, 4.66667 ,-76.25000 
76869, 3.69861 ,-76.44917 
76890, 3.91667 ,-76.33333 
76892, 3.58500 ,-76.49583 
76895, 4.39833 ,-76.07722 
81001, 7.09028 ,-70.76167 
81065, 6.82194 ,-71.32361 
81220, 6.30306 ,-70.20167 
81300, 6.74611 ,-71.85667 
81591, 6.27806 ,-71.10000 
81736, 6.92056 ,-71.85333 
81794, 6.46417 ,-71.72889 
85001, 5.33944 ,-72.39417 
85010, 5.17306 ,-72.55472 
85015, 5.00000 ,-72.75000 
85125, 6.15556 ,-71.76556 
85136, 6.18528 ,-72.34444 
85139, 4.83333 ,-72.33333 
85162, 4.91667 ,-72.83333 
85225, 5.64056 ,-72.19861 
85230, 4.79417 ,-71.34000 
85250, 5.88333 ,-71.90000 
85263, 5.67083 ,-71.93000 
85279, 5.33333 ,-72.75000 
85300, 4.85361 ,-73.04306 
85315, 6.08333 ,-72.08333 
85325, 5.28056 ,-71.58194 
85400, 5.82972 ,-72.16333 
85410, 5.01861 ,-72.75528 
85430, 5.43056 ,-71.63111 
85440, 5.28333 ,-71.96667 
86001, 1.14889 ,-76.64778 
86219, 1.19361 ,-76.97694 
86320, 0.69667 ,-76.87472 
86568, 0.51583 ,-76.49500 
86569, 0.68389 ,-76.58583 
86571, 0.97028 ,-76.58583 
86573,-0.20000 ,-74.76667 
86749, 1.18333 ,-76.91667 
86755, 1.17722 ,-76.88306 
86757, 0.33944 ,-76.88306 
86760, 1.15111 ,-77.00750 
86865, 0.45250 ,-76.91917 
86885, 1.03800 ,-76.62700 
88001, 12.50000 ,-81.75000 
91001,-4.21528 ,-69.94056 
91540,-3.77028 ,-70.38306 
94001, 3.86528 ,-67.92389 
95001, 2.56833 ,-72.64167 
95015, 1.95972 ,-72.65389 
95025, 2.33056 ,-72.62778 
95200, 1.33667 ,-71.95111 
97001, 1.19833 ,-70.17333 
97161, 0.91667 ,-70.73333 
97666, 0.49389 ,-69.66694 
99001, 6.18778 ,-67.47306 
99524, 5.49056 ,-70.40917 
99624, 5.12611 ,-70.87583 
99773, 4.44444 ,-69.80028 
